timestamp,charger_id,transaction_id,module_id,temp,live_capacity_kw,utilization_pct,power_on_flag
2026-04-02 10:03:00,DC-CHG-240-001,TXN-20260402-001,R1,30.7,29.87,99.6,1
2026-04-02 10:03:00,DC-CHG-240-001,TXN-20260402-001,R2,30.4,29.62,98.7,1
2026-04-02 10:03:00,DC-CHG-240-001,TXN-20260402-001,R3,29.2,29.74,99.1,1
2026-04-02 10:03:00,DC-CHG-240-001,TXN-20260402-001,R4,29.0,30.07,100.2,1
2026-04-02 10:03:00,DC-CHG-240-001,TXN-20260402-001,R5,25.1,0.0,0.0,0
2026-04-02 10:03:00,DC-CHG-240-001,TXN-20260402-001,R6,25.4,0.0,0.0,0
2026-04-02 10:03:00,DC-CHG-240-001,TXN-20260402-001,R7,25.1,0.0,0.0,0
2026-04-02 10:03:00,DC-CHG-240-001,TXN-20260402-001,R8,24.8,0.0,0.0,0
2026-04-02 10:04:00,DC-CHG-240-001,TXN-20260402-001,R1,30.2,30.3,101.0,1
2026-04-02 10:04:00,DC-CHG-240-001,TXN-20260402-001,R2,30.9,29.72,99.1,1
2026-04-02 10:04:00,DC-CHG-240-001,TXN-20260402-001,R3,29.2,30.18,100.6,1
2026-04-02 10:04:00,DC-CHG-240-001,TXN-20260402-001,R4,30.0,29.72,99.1,1
2026-04-02 10:04:00,DC-CHG-240-001,TXN-20260402-001,R5,25.4,0.0,0.0,0
2026-04-02 10:04:00,DC-CHG-240-001,TXN-20260402-001,R6,24.6,0.0,0.0,0
2026-04-02 10:04:00,DC-CHG-240-001,TXN-20260402-001,R7,25.1,0.0,0.0,0
2026-04-02 10:04:00,DC-CHG-240-001,TXN-20260402-001,R8,25.4,0.0,0.0,0
2026-04-02 10:05:00,DC-CHG-240-001,TXN-20260402-001,R1,30.7,29.73,99.1,1
2026-04-02 10:05:00,DC-CHG-240-001,TXN-20260402-001,R2,30.9,30.47,101.6,1
2026-04-02 10:05:00,DC-CHG-240-001,TXN-20260402-001,R3,31.0,29.93,99.8,1
2026-04-02 10:05:00,DC-CHG-240-001,TXN-20260402-001,R4,31.9,29.92,99.7,1
2026-04-02 10:05:00,DC-CHG-240-001,TXN-20260402-001,R5,25.4,0.0,0.0,0
2026-04-02 10:05:00,DC-CHG-240-001,TXN-20260402-001,R6,25.4,0.0,0.0,0
2026-04-02 10:05:00,DC-CHG-240-001,TXN-20260402-001,R7,25.4,0.0,0.0,0
2026-04-02 10:05:00,DC-CHG-240-001,TXN-20260402-001,R8,24.5,0.0,0.0,0
2026-04-02 10:06:00,DC-CHG-240-001,TXN-20260402-001,R1,31.6,30.2,100.7,1
2026-04-02 10:06:00,DC-CHG-240-001,TXN-20260402-001,R2,31.3,30.04,100.1,1
2026-04-02 10:06:00,DC-CHG-240-001,TXN-20260402-001,R3,32.6,30.14,100.5,1
2026-04-02 10:06:00,DC-CHG-240-001,TXN-20260402-001,R4,30.2,29.95,99.8,1
2026-04-02 10:06:00,DC-CHG-240-001,TXN-20260402-001,R5,25.2,0.0,0.0,0
2026-04-02 10:06:00,DC-CHG-240-001,TXN-20260402-001,R6,25.3,0.0,0.0,0
2026-04-02 10:06:00,DC-CHG-240-001,TXN-20260402-001,R7,24.7,0.0,0.0,0
2026-04-02 10:06:00,DC-CHG-240-001,TXN-20260402-001,R8,24.8,0.0,0.0,0
2026-04-02 10:07:00,DC-CHG-240-001,TXN-20260402-001,R1,32.0,30.25,100.8,1
2026-04-02 10:07:00,DC-CHG-240-001,TXN-20260402-001,R2,32.0,30.06,100.2,1
2026-04-02 10:07:00,DC-CHG-240-001,TXN-20260402-001,R3,32.3,30.19,100.6,1
2026-04-02 10:07:00,DC-CHG-240-001,TXN-20260402-001,R4,30.6,29.99,100.0,1
2026-04-02 10:07:00,DC-CHG-240-001,TXN-20260402-001,R5,25.1,0.0,0.0,0
2026-04-02 10:07:00,DC-CHG-240-001,TXN-20260402-001,R6,24.9,0.0,0.0,0
2026-04-02 10:07:00,DC-CHG-240-001,TXN-20260402-001,R7,25.1,0.0,0.0,0
2026-04-02 10:07:00,DC-CHG-240-001,TXN-20260402-001,R8,24.6,0.0,0.0,0
2026-04-02 10:08:00,DC-CHG-240-001,TXN-20260402-001,R1,31.4,30.28,100.9,1
2026-04-02 10:08:00,DC-CHG-240-001,TXN-20260402-001,R2,31.7,29.73,99.1,1
2026-04-02 10:08:00,DC-CHG-240-001,TXN-20260402-001,R3,31.6,30.05,100.2,1
2026-04-02 10:08:00,DC-CHG-240-001,TXN-20260402-001,R4,32.1,30.04,100.1,1
2026-04-02 10:08:00,DC-CHG-240-001,TXN-20260402-001,R5,24.9,0.0,0.0,0
2026-04-02 10:08:00,DC-CHG-240-001,TXN-20260402-001,R6,24.9,0.0,0.0,0
2026-04-02 10:08:00,DC-CHG-240-001,TXN-20260402-001,R7,24.9,0.0,0.0,0
2026-04-02 10:08:00,DC-CHG-240-001,TXN-20260402-001,R8,25.1,0.0,0.0,0
2026-04-02 10:09:00,DC-CHG-240-001,TXN-20260402-001,R1,33.8,30.19,100.6,1
2026-04-02 10:09:00,DC-CHG-240-001,TXN-20260402-001,R2,31.9,30.03,100.1,1
2026-04-02 10:09:00,DC-CHG-240-001,TXN-20260402-001,R3,32.5,30.2,100.7,1
2026-04-02 10:09:00,DC-CHG-240-001,TXN-20260402-001,R4,32.7,29.83,99.4,1
2026-04-02 10:09:00,DC-CHG-240-001,TXN-20260402-001,R5,25.0,0.0,0.0,0
2026-04-02 10:09:00,DC-CHG-240-001,TXN-20260402-001,R6,25.0,0.0,0.0,0
2026-04-02 10:09:00,DC-CHG-240-001,TXN-20260402-001,R7,24.7,0.0,0.0,0
2026-04-02 10:09:00,DC-CHG-240-001,TXN-20260402-001,R8,24.7,0.0,0.0,0
2026-04-02 10:10:00,DC-CHG-240-001,TXN-20260402-001,R1,34.9,29.89,99.6,1
2026-04-02 10:10:00,DC-CHG-240-001,TXN-20260402-001,R2,32.8,29.95,99.8,1
2026-04-02 10:10:00,DC-CHG-240-001,TXN-20260402-001,R3,34.2,29.79,99.3,1
2026-04-02 10:10:00,DC-CHG-240-001,TXN-20260402-001,R4,34.6,29.74,99.1,1
2026-04-02 10:10:00,DC-CHG-240-001,TXN-20260402-001,R5,25.1,0.0,0.0,0
2026-04-02 10:10:00,DC-CHG-240-001,TXN-20260402-001,R6,25.5,0.0,0.0,0
2026-04-02 10:10:00,DC-CHG-240-001,TXN-20260402-001,R7,24.6,0.0,0.0,0
2026-04-02 10:10:00,DC-CHG-240-001,TXN-20260402-001,R8,24.6,0.0,0.0,0
2026-04-02 10:11:00,DC-CHG-240-001,TXN-20260402-001,R1,34.5,30.32,101.1,1
2026-04-02 10:11:00,DC-CHG-240-001,TXN-20260402-001,R2,33.9,29.51,98.4,1
2026-04-02 10:11:00,DC-CHG-240-001,TXN-20260402-001,R3,33.3,30.18,100.6,1
2026-04-02 10:11:00,DC-CHG-240-001,TXN-20260402-001,R4,34.9,29.84,99.5,1
2026-04-02 10:11:00,DC-CHG-240-001,TXN-20260402-001,R5,24.8,0.0,0.0,0
2026-04-02 10:11:00,DC-CHG-240-001,TXN-20260402-001,R6,25.2,0.0,0.0,0
2026-04-02 10:11:00,DC-CHG-240-001,TXN-20260402-001,R7,25.4,0.0,0.0,0
2026-04-02 10:11:00,DC-CHG-240-001,TXN-20260402-001,R8,24.7,0.0,0.0,0
2026-04-02 10:12:00,DC-CHG-240-001,TXN-20260402-001,R1,33.6,30.35,101.2,1
2026-04-02 10:12:00,DC-CHG-240-001,TXN-20260402-001,R2,34.5,29.71,99.0,1
2026-04-02 10:12:00,DC-CHG-240-001,TXN-20260402-001,R3,33.6,30.03,100.1,1
2026-04-02 10:12:00,DC-CHG-240-001,TXN-20260402-001,R4,33.6,29.83,99.4,1
2026-04-02 10:12:00,DC-CHG-240-001,TXN-20260402-001,R5,24.5,0.0,0.0,0
2026-04-02 10:12:00,DC-CHG-240-001,TXN-20260402-001,R6,24.6,0.0,0.0,0
2026-04-02 10:12:00,DC-CHG-240-001,TXN-20260402-001,R7,25.1,0.0,0.0,0
2026-04-02 10:12:00,DC-CHG-240-001,TXN-20260402-001,R8,24.6,0.0,0.0,0
2026-04-02 10:13:00,DC-CHG-240-001,TXN-20260402-001,R1,35.2,29.9,99.7,1
2026-04-02 10:13:00,DC-CHG-240-001,TXN-20260402-001,R2,34.8,30.43,101.4,1
2026-04-02 10:13:00,DC-CHG-240-001,TXN-20260402-001,R3,35.8,29.58,98.6,1
2026-04-02 10:13:00,DC-CHG-240-001,TXN-20260402-001,R4,35.4,29.89,99.6,1
2026-04-02 10:13:00,DC-CHG-240-001,TXN-20260402-001,R5,24.9,0.0,0.0,0
2026-04-02 10:13:00,DC-CHG-240-001,TXN-20260402-001,R6,24.5,0.0,0.0,0
2026-04-02 10:13:00,DC-CHG-240-001,TXN-20260402-001,R7,24.7,0.0,0.0,0
2026-04-02 10:13:00,DC-CHG-240-001,TXN-20260402-001,R8,24.6,0.0,0.0,0
2026-04-02 10:14:00,DC-CHG-240-001,TXN-20260402-001,R1,37.0,29.6,98.7,1
2026-04-02 10:14:00,DC-CHG-240-001,TXN-20260402-001,R2,37.0,29.61,98.7,1
2026-04-02 10:14:00,DC-CHG-240-001,TXN-20260402-001,R3,36.8,29.77,99.2,1
2026-04-02 10:14:00,DC-CHG-240-001,TXN-20260402-001,R4,36.6,29.7,99.0,1
2026-04-02 10:14:00,DC-CHG-240-001,TXN-20260402-001,R5,24.5,0.0,0.0,0
2026-04-02 10:14:00,DC-CHG-240-001,TXN-20260402-001,R6,24.8,0.0,0.0,0
2026-04-02 10:14:00,DC-CHG-240-001,TXN-20260402-001,R7,25.3,0.0,0.0,0
2026-04-02 10:14:00,DC-CHG-240-001,TXN-20260402-001,R8,24.9,0.0,0.0,0
2026-04-02 10:15:00,DC-CHG-240-001,TXN-20260402-001,R1,36.5,30.25,100.8,1
2026-04-02 10:15:00,DC-CHG-240-001,TXN-20260402-001,R2,35.4,29.95,99.8,1
2026-04-02 10:15:00,DC-CHG-240-001,TXN-20260402-001,R3,35.1,30.0,100.0,1
2026-04-02 10:15:00,DC-CHG-240-001,TXN-20260402-001,R4,37.5,30.17,100.6,1
2026-04-02 10:15:00,DC-CHG-240-001,TXN-20260402-001,R5,25.0,0.0,0.0,0
2026-04-02 10:15:00,DC-CHG-240-001,TXN-20260402-001,R6,24.7,0.0,0.0,0
2026-04-02 10:15:00,DC-CHG-240-001,TXN-20260402-001,R7,24.6,0.0,0.0,0
2026-04-02 10:15:00,DC-CHG-240-001,TXN-20260402-001,R8,24.7,0.0,0.0,0
2026-04-02 10:16:00,DC-CHG-240-001,TXN-20260402-001,R1,36.6,30.3,101.0,1
2026-04-02 10:16:00,DC-CHG-240-001,TXN-20260402-001,R2,35.5,29.8,99.3,1
2026-04-02 10:16:00,DC-CHG-240-001,TXN-20260402-001,R3,35.9,30.29,101.0,1
2026-04-02 10:16:00,DC-CHG-240-001,TXN-20260402-001,R4,36.9,29.76,99.2,1
2026-04-02 10:16:00,DC-CHG-240-001,TXN-20260402-001,R5,25.2,0.0,0.0,0
2026-04-02 10:16:00,DC-CHG-240-001,TXN-20260402-001,R6,24.7,0.0,0.0,0
2026-04-02 10:16:00,DC-CHG-240-001,TXN-20260402-001,R7,25.4,0.0,0.0,0
2026-04-02 10:16:00,DC-CHG-240-001,TXN-20260402-001,R8,25.2,0.0,0.0,0
2026-04-02 10:17:00,DC-CHG-240-001,TXN-20260402-001,R1,38.7,29.82,99.4,1
2026-04-02 10:17:00,DC-CHG-240-001,TXN-20260402-001,R2,37.9,30.23,100.8,1
2026-04-02 10:17:00,DC-CHG-240-001,TXN-20260402-001,R3,38.2,30.37,101.2,1
2026-04-02 10:17:00,DC-CHG-240-001,TXN-20260402-001,R4,37.4,30.21,100.7,1
2026-04-02 10:17:00,DC-CHG-240-001,TXN-20260402-001,R5,25.5,0.0,0.0,0
2026-04-02 10:17:00,DC-CHG-240-001,TXN-20260402-001,R6,25.1,0.0,0.0,0
2026-04-02 10:17:00,DC-CHG-240-001,TXN-20260402-001,R7,24.6,0.0,0.0,0
2026-04-02 10:17:00,DC-CHG-240-001,TXN-20260402-001,R8,25.4,0.0,0.0,0
2026-04-02 10:18:00,DC-CHG-240-001,TXN-20260402-001,R1,37.0,29.8,99.3,1
2026-04-02 10:18:00,DC-CHG-240-001,TXN-20260402-001,R2,37.6,29.65,98.8,1
2026-04-02 10:18:00,DC-CHG-240-001,TXN-20260402-001,R3,37.5,30.39,101.3,1
2026-04-02 10:18:00,DC-CHG-240-001,TXN-20260402-001,R4,39.2,30.03,100.1,1
2026-04-02 10:18:00,DC-CHG-240-001,TXN-20260402-001,R5,24.7,0.0,0.0,0
2026-04-02 10:18:00,DC-CHG-240-001,TXN-20260402-001,R6,25.4,0.0,0.0,0
2026-04-02 10:18:00,DC-CHG-240-001,TXN-20260402-001,R7,24.6,0.0,0.0,0
2026-04-02 10:18:00,DC-CHG-240-001,TXN-20260402-001,R8,24.8,0.0,0.0,0
2026-04-02 10:19:00,DC-CHG-240-001,TXN-20260402-001,R1,37.8,30.49,101.6,1
2026-04-02 10:19:00,DC-CHG-240-001,TXN-20260402-001,R2,39.3,30.35,101.2,1
2026-04-02 10:19:00,DC-CHG-240-001,TXN-20260402-001,R3,39.0,29.67,98.9,1
2026-04-02 10:19:00,DC-CHG-240-001,TXN-20260402-001,R4,39.5,30.19,100.6,1
2026-04-02 10:19:00,DC-CHG-240-001,TXN-20260402-001,R5,25.1,0.0,0.0,0
2026-04-02 10:19:00,DC-CHG-240-001,TXN-20260402-001,R6,25.3,0.0,0.0,0
2026-04-02 10:19:00,DC-CHG-240-001,TXN-20260402-001,R7,25.1,0.0,0.0,0
2026-04-02 10:19:00,DC-CHG-240-001,TXN-20260402-001,R8,24.6,0.0,0.0,0
2026-04-02 10:20:00,DC-CHG-240-001,TXN-20260402-001,R1,40.3,29.68,98.9,1
2026-04-02 10:20:00,DC-CHG-240-001,TXN-20260402-001,R2,40.5,30.4,101.3,1
2026-04-02 10:20:00,DC-CHG-240-001,TXN-20260402-001,R3,37.6,30.27,100.9,1
2026-04-02 10:20:00,DC-CHG-240-001,TXN-20260402-001,R4,39.6,30.46,101.5,1
2026-04-02 10:20:00,DC-CHG-240-001,TXN-20260402-001,R5,25.1,0.0,0.0,0
2026-04-02 10:20:00,DC-CHG-240-001,TXN-20260402-001,R6,24.6,0.0,0.0,0
2026-04-02 10:20:00,DC-CHG-240-001,TXN-20260402-001,R7,25.1,0.0,0.0,0
2026-04-02 10:20:00,DC-CHG-240-001,TXN-20260402-001,R8,25.3,0.0,0.0,0
2026-04-02 10:21:00,DC-CHG-240-001,TXN-20260402-001,R1,38.2,30.02,100.1,1
2026-04-02 10:21:00,DC-CHG-240-001,TXN-20260402-001,R2,40.9,30.22,100.7,1
2026-04-02 10:21:00,DC-CHG-240-001,TXN-20260402-001,R3,39.5,30.22,100.7,1
2026-04-02 10:21:00,DC-CHG-240-001,TXN-20260402-001,R4,40.4,30.19,100.6,1
2026-04-02 10:21:00,DC-CHG-240-001,TXN-20260402-001,R5,24.9,0.0,0.0,0
2026-04-02 10:21:00,DC-CHG-240-001,TXN-20260402-001,R6,24.8,0.0,0.0,0
2026-04-02 10:21:00,DC-CHG-240-001,TXN-20260402-001,R7,25.0,0.0,0.0,0
2026-04-02 10:21:00,DC-CHG-240-001,TXN-20260402-001,R8,25.1,0.0,0.0,0
2026-04-02 10:22:00,DC-CHG-240-001,TXN-20260402-001,R1,41.3,30.39,101.3,1
2026-04-02 10:22:00,DC-CHG-240-001,TXN-20260402-001,R2,40.0,30.22,100.7,1
2026-04-02 10:22:00,DC-CHG-240-001,TXN-20260402-001,R3,40.9,30.38,101.3,1
2026-04-02 10:22:00,DC-CHG-240-001,TXN-20260402-001,R4,39.0,30.38,101.3,1
2026-04-02 10:22:00,DC-CHG-240-001,TXN-20260402-001,R5,25.1,0.0,0.0,0
2026-04-02 10:22:00,DC-CHG-240-001,TXN-20260402-001,R6,24.6,0.0,0.0,0
2026-04-02 10:22:00,DC-CHG-240-001,TXN-20260402-001,R7,25.1,0.0,0.0,0
2026-04-02 10:22:00,DC-CHG-240-001,TXN-20260402-001,R8,24.8,0.0,0.0,0
2026-04-02 10:23:00,DC-CHG-240-001,TXN-20260402-001,R1,39.5,30.08,100.3,1
2026-04-02 10:23:00,DC-CHG-240-001,TXN-20260402-001,R2,39.8,30.04,100.1,1
2026-04-02 10:23:00,DC-CHG-240-001,TXN-20260402-001,R3,41.3,30.19,100.6,1
2026-04-02 10:23:00,DC-CHG-240-001,TXN-20260402-001,R4,40.0,30.13,100.4,1
2026-04-02 10:23:00,DC-CHG-240-001,TXN-20260402-001,R5,25.4,0.0,0.0,0
2026-04-02 10:23:00,DC-CHG-240-001,TXN-20260402-001,R6,25.4,0.0,0.0,0
2026-04-02 10:23:00,DC-CHG-240-001,TXN-20260402-001,R7,24.7,0.0,0.0,0
2026-04-02 10:23:00,DC-CHG-240-001,TXN-20260402-001,R8,24.5,0.0,0.0,0
2026-04-02 10:24:00,DC-CHG-240-001,TXN-20260402-001,R1,42.4,29.93,99.8,1
2026-04-02 10:24:00,DC-CHG-240-001,TXN-20260402-001,R2,39.9,29.51,98.4,1
2026-04-02 10:24:00,DC-CHG-240-001,TXN-20260402-001,R3,40.9,29.92,99.7,1
2026-04-02 10:24:00,DC-CHG-240-001,TXN-20260402-001,R4,42.0,29.74,99.1,1
2026-04-02 10:24:00,DC-CHG-240-001,TXN-20260402-001,R5,25.0,0.0,0.0,0
2026-04-02 10:24:00,DC-CHG-240-001,TXN-20260402-001,R6,24.6,0.0,0.0,0
2026-04-02 10:24:00,DC-CHG-240-001,TXN-20260402-001,R7,25.3,0.0,0.0,0
2026-04-02 10:24:00,DC-CHG-240-001,TXN-20260402-001,R8,24.7,0.0,0.0,0
2026-04-02 10:25:00,DC-CHG-240-001,TXN-20260402-001,R1,42.3,29.95,99.8,1
2026-04-02 10:25:00,DC-CHG-240-001,TXN-20260402-001,R2,41.0,30.08,100.3,1
2026-04-02 10:25:00,DC-CHG-240-001,TXN-20260402-001,R3,40.9,29.93,99.8,1
2026-04-02 10:25:00,DC-CHG-240-001,TXN-20260402-001,R4,42.6,30.41,101.4,1
2026-04-02 10:25:00,DC-CHG-240-001,TXN-20260402-001,R5,24.7,0.0,0.0,0
2026-04-02 10:25:00,DC-CHG-240-001,TXN-20260402-001,R6,25.5,0.0,0.0,0
2026-04-02 10:25:00,DC-CHG-240-001,TXN-20260402-001,R7,24.6,0.0,0.0,0
2026-04-02 10:25:00,DC-CHG-240-001,TXN-20260402-001,R8,25.3,0.0,0.0,0
2026-04-02 10:26:00,DC-CHG-240-001,TXN-20260402-001,R1,41.0,30.04,100.1,1
2026-04-02 10:26:00,DC-CHG-240-001,TXN-20260402-001,R2,41.3,30.18,100.6,1
2026-04-02 10:26:00,DC-CHG-240-001,TXN-20260402-001,R3,41.3,30.45,101.5,1
2026-04-02 10:26:00,DC-CHG-240-001,TXN-20260402-001,R4,43.6,30.09,100.3,1
2026-04-02 10:26:00,DC-CHG-240-001,TXN-20260402-001,R5,25.3,0.0,0.0,0
2026-04-02 10:26:00,DC-CHG-240-001,TXN-20260402-001,R6,25.1,0.0,0.0,0
2026-04-02 10:26:00,DC-CHG-240-001,TXN-20260402-001,R7,24.5,0.0,0.0,0
2026-04-02 10:26:00,DC-CHG-240-001,TXN-20260402-001,R8,24.8,0.0,0.0,0
2026-04-02 10:27:00,DC-CHG-240-001,TXN-20260402-001,R1,44.1,29.97,99.9,1
2026-04-02 10:27:00,DC-CHG-240-001,TXN-20260402-001,R2,43.2,29.83,99.4,1
2026-04-02 10:27:00,DC-CHG-240-001,TXN-20260402-001,R3,44.0,30.32,101.1,1
2026-04-02 10:27:00,DC-CHG-240-001,TXN-20260402-001,R4,43.7,29.51,98.4,1
2026-04-02 10:27:00,DC-CHG-240-001,TXN-20260402-001,R5,25.4,0.0,0.0,0
2026-04-02 10:27:00,DC-CHG-240-001,TXN-20260402-001,R6,25.4,0.0,0.0,0
2026-04-02 10:27:00,DC-CHG-240-001,TXN-20260402-001,R7,24.6,0.0,0.0,0
2026-04-02 10:27:00,DC-CHG-240-001,TXN-20260402-001,R8,24.9,0.0,0.0,0
2026-04-02 10:28:00,DC-CHG-240-001,TXN-20260402-001,R1,43.7,29.86,99.5,1
2026-04-02 10:28:00,DC-CHG-240-001,TXN-20260402-001,R2,42.2,29.6,98.7,1
2026-04-02 10:28:00,DC-CHG-240-001,TXN-20260402-001,R3,44.6,30.02,100.1,1
2026-04-02 10:28:00,DC-CHG-240-001,TXN-20260402-001,R4,42.7,30.47,101.6,1
2026-04-02 10:28:00,DC-CHG-240-001,TXN-20260402-001,R5,24.6,0.0,0.0,0
2026-04-02 10:28:00,DC-CHG-240-001,TXN-20260402-001,R6,24.8,0.0,0.0,0
2026-04-02 10:28:00,DC-CHG-240-001,TXN-20260402-001,R7,24.6,0.0,0.0,0
2026-04-02 10:28:00,DC-CHG-240-001,TXN-20260402-001,R8,24.7,0.0,0.0,0
2026-04-02 10:29:00,DC-CHG-240-001,TXN-20260402-001,R1,44.0,29.93,99.8,1
2026-04-02 10:29:00,DC-CHG-240-001,TXN-20260402-001,R2,42.6,29.95,99.8,1
2026-04-02 10:29:00,DC-CHG-240-001,TXN-20260402-001,R3,43.7,29.52,98.4,1
2026-04-02 10:29:00,DC-CHG-240-001,TXN-20260402-001,R4,42.8,30.19,100.6,1
2026-04-02 10:29:00,DC-CHG-240-001,TXN-20260402-001,R5,25.5,0.0,0.0,0
2026-04-02 10:29:00,DC-CHG-240-001,TXN-20260402-001,R6,25.3,0.0,0.0,0
2026-04-02 10:29:00,DC-CHG-240-001,TXN-20260402-001,R7,24.8,0.0,0.0,0
2026-04-02 10:29:00,DC-CHG-240-001,TXN-20260402-001,R8,25.1,0.0,0.0,0
2026-04-02 10:30:00,DC-CHG-240-001,TXN-20260402-001,R1,44.4,29.87,99.6,1
2026-04-02 10:30:00,DC-CHG-240-001,TXN-20260402-001,R2,45.1,30.37,101.2,1
2026-04-02 10:30:00,DC-CHG-240-001,TXN-20260402-001,R3,45.0,30.24,100.8,1
2026-04-02 10:30:00,DC-CHG-240-001,TXN-20260402-001,R4,45.7,30.31,101.0,1
2026-04-02 10:30:00,DC-CHG-240-001,TXN-20260402-001,R5,24.7,0.0,0.0,0
2026-04-02 10:30:00,DC-CHG-240-001,TXN-20260402-001,R6,25.1,0.0,0.0,0
2026-04-02 10:30:00,DC-CHG-240-001,TXN-20260402-001,R7,24.9,0.0,0.0,0
2026-04-02 10:30:00,DC-CHG-240-001,TXN-20260402-001,R8,24.7,0.0,0.0,0
2026-04-02 10:31:00,DC-CHG-240-001,TXN-20260402-001,R1,45.9,30.43,101.4,1
2026-04-02 10:31:00,DC-CHG-240-001,TXN-20260402-001,R2,45.1,30.45,101.5,1
2026-04-02 10:31:00,DC-CHG-240-001,TXN-20260402-001,R3,44.2,29.82,99.4,1
2026-04-02 10:31:00,DC-CHG-240-001,TXN-20260402-001,R4,45.4,29.88,99.6,1
2026-04-02 10:31:00,DC-CHG-240-001,TXN-20260402-001,R5,25.1,0.0,0.0,0
2026-04-02 10:31:00,DC-CHG-240-001,TXN-20260402-001,R6,24.9,0.0,0.0,0
2026-04-02 10:31:00,DC-CHG-240-001,TXN-20260402-001,R7,24.8,0.0,0.0,0
2026-04-02 10:31:00,DC-CHG-240-001,TXN-20260402-001,R8,25.3,0.0,0.0,0
2026-04-02 10:32:00,DC-CHG-240-001,TXN-20260402-001,R1,45.4,30.03,100.1,1
2026-04-02 10:32:00,DC-CHG-240-001,TXN-20260402-001,R2,44.9,30.38,101.3,1
2026-04-02 10:32:00,DC-CHG-240-001,TXN-20260402-001,R3,46.6,30.22,100.7,1
2026-04-02 10:32:00,DC-CHG-240-001,TXN-20260402-001,R4,46.7,30.05,100.2,1
2026-04-02 10:32:00,DC-CHG-240-001,TXN-20260402-001,R5,25.1,0.0,0.0,0
2026-04-02 10:32:00,DC-CHG-240-001,TXN-20260402-001,R6,25.2,0.0,0.0,0
2026-04-02 10:32:00,DC-CHG-240-001,TXN-20260402-001,R7,25.2,0.0,0.0,0
2026-04-02 10:32:00,DC-CHG-240-001,TXN-20260402-001,R8,25.0,0.0,0.0,0
2026-04-02 10:33:00,DC-CHG-240-001,TXN-20260402-001,R1,45.6,29.98,99.9,1
2026-04-02 10:33:00,DC-CHG-240-001,TXN-20260402-001,R2,46.8,30.24,100.8,1
2026-04-02 10:33:00,DC-CHG-240-001,TXN-20260402-001,R3,45.4,29.78,99.3,1
2026-04-02 10:33:00,DC-CHG-240-001,TXN-20260402-001,R4,47.1,30.32,101.1,1
2026-04-02 10:33:00,DC-CHG-240-001,TXN-20260402-001,R5,24.9,0.0,0.0,0
2026-04-02 10:33:00,DC-CHG-240-001,TXN-20260402-001,R6,24.9,0.0,0.0,0
2026-04-02 10:33:00,DC-CHG-240-001,TXN-20260402-001,R7,25.3,0.0,0.0,0
2026-04-02 10:33:00,DC-CHG-240-001,TXN-20260402-001,R8,24.9,0.0,0.0,0
