charger_id,transaction_id,rectifier_id,session_start_time,session_end_time,session_duration_min,power_on_flag,was_active,active_minutes,live_capacity_kw,live_capacity_kw_max,live_capacity_kw_min,utilization_pct,utilization_pct_max,temp,temp_max,temp_min,temp_end,delta_temp,temp_slope,temp_above_threshold,high_temp_ratio,rank_score,cumulative_runtime_last_24h,cumulative_runtime_last_7d,cumulative_energy_last_7d,avg_temp_last_7d,max_temp_last_7d,count_high_temp_events_last_7d,cooldown_minutes_since_last_use,last_session_temp_end,last_session_peak_temp,target_rank
DC-CHG-240-001,TXN-20260101-002,R1,2026-01-01 18:10:00,2026-01-01 19:51:00,101.0,1,1,102,29.85616073670397,30.0,28.66717948982797,99.9955767220297,102.0,38.647329633758396,58.54735641152352,19.14782019123508,58.54735641152352,39.33585096875853,0.39164310536996383,22,21.568627450980394,0.0013206209806450983,200.0,200.0,99.62847640850083,38.51439526230149,58.35861073419903,2,206.0,57.3693996835993,57.3693996835993,3
DC-CHG-240-001,TXN-20260101-002,R5,2026-01-01 18:10:00,2026-01-01 19:51:00,101.0,0,0,0,0.0,0.0,0.0,0.0,0.0,22.66931274040895,27.960762977660128,18.25360030240296,22.66931274040895,0.0,0.0,0,0.0,0.0,200.0,200.0,99.66753161345117,42.775997703970376,63.64666302250938,2,206.0,61.59917261394493,61.86496882812267,4
DC-CHG-240-001,TXN-20260101-002,R7,2026-01-01 18:10:00,2026-01-01 19:51:00,101.0,0,0,0,0.0,0.0,0.0,0.0,0.0,23.277769938623646,27.944962605364488,18.22675770868906,23.277769938623646,0.0,0.0,0,0.0,0.0,200.0,200.0,99.65312727507077,44.984465312648936,65.75737086129963,2,206.0,64.05626862001321,64.05626862001321,5
DC-CHG-240-001,TXN-20260101-002,R6,2026-01-01 18:10:00,2026-01-01 19:51:00,101.0,0,0,0,0.0,0.0,0.0,0.0,0.0,23.40100328994721,27.865974564635856,18.09968773093701,23.40100328994721,0.0,0.0,0,0.0,0.0,200.0,200.0,99.64104627592097,43.95308322252572,63.83876901271239,2,206.0,63.83876901271239,63.83876901271239,6
DC-CHG-240-001,TXN-20260101-002,R8,2026-01-01 18:10:00,2026-01-01 19:51:00,101.0,0,0,0,0.0,0.0,0.0,0.0,0.0,22.873389839790068,27.84625910219691,18.01062866577563,22.873389839790068,0.0,0.0,0,0.0,0.0,200.0,200.0,43.91562412821013,34.01946365782163,64.97480824871965,1,206.0,64.7546351960781,64.97480824871965,7
DC-CHG-240-001,TXN-20260101-002,R4,2026-01-01 18:10:00,2026-01-01 19:51:00,101.0,1,1,102,29.841376698715358,30.0,28.62660534550212,100.09606341671683,102.0,44.36355562508461,64.47241637017315,24.0623343743329,64.22565448256779,38.60111356240027,0.39278255228739434,37,36.27450980392157,-0.02866664605212619,200.0,200.0,99.6441418563261,41.72236263157444,62.05406001546976,2,206.0,61.45200798653752,61.45200798653752,8
DC-CHG-240-001,TXN-20260101-003,R1,2026-01-01 22:47:00,2026-01-02 00:02:00,75.0,1,1,76,29.785725942486255,30.0,28.645895538037163,99.6564784245528,102.0,42.21153645729252,61.42544238754119,21.983262811000184,61.20062275425901,39.21735994325883,0.5274822319475203,23,30.263157894736842,0.10232039501601363,301.0,301.0,149.88634698195253,38.558706719453795,58.54735641152352,3,176.0,58.54735641152352,58.54735641152352,1
DC-CHG-240-001,TXN-20260101-003,R3,2026-01-01 22:47:00,2026-01-02 00:02:00,75.0,1,1,76,29.790489851445585,30.0,28.539257829092318,99.68738959167378,102.0,45.39461857849843,64.76853001615657,24.723951033411304,64.76853001615657,40.04457898274527,0.5281236446899604,29,38.15789473684211,0.09312817196698576,301.0,301.0,149.83558881299092,41.3072600747692,62.57035101702045,3,176.0,62.57035101702045,62.57035101702045,2
DC-CHG-240-001,TXN-20260101-003,R5,2026-01-01 22:47:00,2026-01-02 00:02:00,75.0,1,1,76,29.766302801061737,30.0,28.44374957373909,99.75343257929349,102.0,48.66640122023739,68.05601163505173,28.04670388600203,68.05601163505173,40.0093077490497,0.532063320083663,34,44.73684210526316,0.07339400505626817,301.0,301.0,99.66753161345117,36.07376938278323,63.64666302250938,2,176.0,22.66931274040895,27.960762977660128,3
DC-CHG-240-001,TXN-20260101-003,R6,2026-01-01 22:47:00,2026-01-02 00:02:00,75.0,0,0,0,0.0,0.0,0.0,0.0,0.0,22.85093303955198,27.823553518490563,18.035190738588604,22.85093303955198,0.0,0.0,0,0.0,0.0,301.0,301.0,99.64104627592097,37.102389911666215,63.83876901271239,2,176.0,23.40100328994721,27.865974564635856,4
DC-CHG-240-001,TXN-20260101-003,R7,2026-01-01 22:47:00,2026-01-02 00:02:00,75.0,0,0,0,0.0,0.0,0.0,0.0,0.0,22.46602151461333,27.98566244586481,18.074381327368272,22.46602151461333,0.0,0.0,0,0.0,0.0,301.0,301.0,99.65312727507077,37.74890018797384,65.75737086129963,2,176.0,23.277769938623646,27.944962605364488,5
DC-CHG-240-001,TXN-20260101-003,R8,2026-01-01 22:47:00,2026-01-02 00:02:00,75.0,0,0,0,0.0,0.0,0.0,0.0,0.0,22.749243098869844,27.92662349142735,18.04517580535616,22.749243098869844,0.0,0.0,0,0.0,0.0,301.0,301.0,43.91562412821013,30.304105718477775,64.97480824871965,1,176.0,22.873389839790068,27.84625910219691,6
DC-CHG-240-001,TXN-20260101-003,R2,2026-01-01 22:47:00,2026-01-02 00:02:00,75.0,1,1,76,29.771337004863355,30.0,28.503331622244165,100.02084344894084,102.0,43.86086017639865,63.728510484370446,24.131194537171226,62.91826628301713,37.897931881407914,0.5271486557101398,26,34.21052631578947,-0.006205373427613372,301.0,301.0,149.90227916813154,39.793815180277775,60.05331252485303,3,176.0,59.97010522935402,59.97010522935402,7
DC-CHG-240-001,TXN-20260101-003,R4,2026-01-01 22:47:00,2026-01-02 00:02:00,75.0,1,1,76,29.78096347406795,30.0,28.65566367258084,100.1108255889118,102.0,47.03059768108107,66.76425392665544,27.65962720059989,66.76425392665544,39.08381231963959,0.5224147600818291,33,43.42105263157895,-0.03300492815374212,301.0,301.0,149.8771259658303,42.60276029607783,64.47241637017315,3,176.0,64.22565448256779,64.47241637017315,8
DC-CHG-240-001,TXN-20260101-004,R2,2026-01-01 09:31:00,2026-01-01 11:23:00,112.0,1,1,113,29.860995255935787,30.0,28.79963788934033,60.0,60.0,39.82665026865894,60.05331252485303,20.672967277298977,60.05331252485303,39.219446247646545,0.3563409682736044,28,24.778761061946902,11.944398102374315,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1
DC-CHG-240-001,TXN-20260101-004,R4,2026-01-01 09:31:00,2026-01-01 11:23:00,112.0,1,1,113,29.860474429269527,30.0,28.696767800447017,60.0,60.0,42.175371351535844,62.05406001546976,21.698489605720734,61.107611988353554,39.409122382632816,0.3537966696720927,35,30.973451327433626,11.94418977170781,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2
DC-CHG-240-001,TXN-20260101-004,R5,2026-01-01 09:31:00,2026-01-01 11:23:00,112.0,1,1,113,29.860219514589193,30.0,28.64887837578661,60.0,60.0,43.27950481428988,63.64666302250938,23.43899206757341,63.64666302250938,39.964648491193465,0.35321752960031333,38,33.6283185840708,11.944087805835677,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3
DC-CHG-240-001,TXN-20260101-004,R7,2026-01-01 09:31:00,2026-01-01 11:23:00,112.0,1,1,113,29.858004536288878,30.0,28.794459303153207,60.0,60.0,45.62771856701072,65.75737086129963,25.549042970239626,65.75737086129963,39.43538212747589,0.34980265946070865,44,38.93805309734513,11.94320181451555,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,4
DC-CHG-240-001,TXN-20260101-004,R6,2026-01-01 09:31:00,2026-01-01 11:23:00,112.0,1,1,113,29.857973271965044,30.0,28.64874989289,60.0,60.0,44.52595374105287,63.62802836726752,24.26699907984198,63.47026283809276,37.9740630858668,0.35012355386918576,41,36.283185840707965,11.943189308786017,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,5
DC-CHG-240-001,TXN-20260101-004,R1,2026-01-01 09:31:00,2026-01-01 11:23:00,112.0,1,1,113,29.855283633151917,30.0,28.73218986533001,60.0,60.0,38.806995660595206,58.35861073419903,18.610445835664255,57.87332176242261,39.262875926758355,0.3531510632468687,24,21.238938053097346,11.942113453260767,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,6
DC-CHG-240-001,TXN-20260101-004,R3,2026-01-01 09:31:00,2026-01-01 11:23:00,112.0,1,1,113,29.839758008007298,30.0,28.758860601337588,60.0,60.0,41.08505263555424,61.289908251411966,20.86606591570364,61.27678061648152,40.41071470077787,0.3533225106737767,33,29.20353982300885,11.935903203202919,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,7
DC-CHG-240-001,TXN-20260101-004,R8,2026-01-01 09:31:00,2026-01-01 11:23:00,112.0,0,0,0,0.0,0.0,0.0,0.0,0.0,22.661093585193584,27.80935654226756,18.148273871120235,22.661093585193584,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,8
DC-CHG-240-001,TXN-20260102-001,R1,2026-01-02 21:01:00,2026-01-02 22:06:00,65.0,1,1,66,29.756175102412485,30.0,28.72285266895218,60.0,60.0,42.14478122949445,62.26356421111234,22.46041021011098,62.26356421111234,39.03343206519093,0.610258558384559,22,33.33333333333333,11.902470040964994,168.0,469.0,233.50610968045757,39.672425840532576,61.42544238754119,5,166.0,61.04442465166727,61.04442465166727,1
DC-CHG-240-001,TXN-20260102-001,R2,2026-01-02 21:01:00,2026-01-02 22:06:00,65.0,1,1,66,29.74927679206029,30.0,28.550753253454296,60.0,60.0,44.06744738439449,63.25430024610775,24.752006323174943,63.25430024610775,37.90332995054355,0.5994943314132697,23,34.84848484848485,11.899710716824115,168.0,469.0,233.51928182301418,41.297431926145556,63.728510484370446,5,166.0,61.96624255675067,62.588873923982696,2
DC-CHG-240-001,TXN-20260102-001,R3,2026-01-02 21:01:00,2026-01-02 22:06:00,65.0,1,1,66,29.74361566814021,30.0,28.70492062571027,60.0,60.0,46.11577676331903,65.26547771644697,25.86514161937937,65.26547771644697,39.400336097067594,0.6094955370703911,27,40.909090909090914,11.897446267256084,168.0,469.0,233.45800204800955,43.03603814488886,66.14940577281364,5,166.0,65.66944687697787,66.14940577281364,3
DC-CHG-240-001,TXN-20260102-001,R4,2026-01-02 21:01:00,2026-01-02 22:06:00,65.0,1,1,66,29.732920801776377,30.0,28.55914895683018,60.0,60.0,48.19922798720986,67.05211615041222,28.0597496909194,66.92690842607601,38.86715873515661,0.6072272314297736,30,45.45454545454545,11.89316832071055,168.0,469.0,187.10333030841522,39.571968866709156,66.76425392665544,4,166.0,23.02096576423122,27.87924044019956,4
DC-CHG-240-001,TXN-20260102-001,R5,2026-01-02 21:01:00,2026-01-02 22:06:00,65.0,0,0,0,0.0,0.0,0.0,0.0,0.0,23.103541536930262,27.840724554729235,18.41677659461773,23.103541536930262,0.0,0.0,0,0.0,0.0,168.0,469.0,136.87541011477833,35.95839590459023,68.05601163505173,3,166.0,22.904270154364063,27.750503292588967,5
DC-CHG-240-001,TXN-20260102-001,R6,2026-01-02 21:01:00,2026-01-02 22:06:00,65.0,0,0,0,0.0,0.0,0.0,0.0,0.0,22.497179756600904,27.7011272179046,18.219183211295125,22.497179756600904,0.0,0.0,0,0.0,0.0,168.0,469.0,99.64104627592097,31.446874901530133,63.83876901271239,2,166.0,23.076271733100047,27.878366481246168,6
DC-CHG-240-001,TXN-20260102-001,R7,2026-01-02 21:01:00,2026-01-02 22:06:00,65.0,0,0,0,0.0,0.0,0.0,0.0,0.0,22.279715424785444,27.953076237609288,18.09782486730393,22.279715424785444,0.0,0.0,0,0.0,0.0,168.0,469.0,99.65312727507077,31.64420770732238,65.75737086129963,2,166.0,22.508316458077044,27.918934244833377,7
DC-CHG-240-001,TXN-20260102-001,R8,2026-01-02 21:01:00,2026-01-02 22:06:00,65.0,0,0,0,0.0,0.0,0.0,0.0,0.0,23.59169021179743,27.974520940766457,18.157173341109587,23.59169021179743,0.0,0.0,0,0.0,0.0,168.0,469.0,43.91562412821013,27.337255455191848,64.97480824871965,1,166.0,23.02471702165606,27.814661092439337,8
DC-CHG-240-001,TXN-20260102-002,R1,2026-01-02 16:42:00,2026-01-02 18:15:00,93.0,1,1,94,29.92748727122403,30.0,28.99326069380168,99.53448799899722,102.0,40.47447258700899,61.04442465166727,21.140546960847065,61.04442465166727,39.90387769082021,0.42388806478819474,25,26.595744680851062,0.1393160448461269,176.0,376.0,187.11850441006032,39.471914153913474,61.42544238754119,4,1000.0,61.20062275425901,61.42544238754119,1
DC-CHG-240-001,TXN-20260102-002,R3,2026-01-02 16:42:00,2026-01-02 18:15:00,93.0,1,1,94,29.925355432717183,30.0,29.22858465634649,99.98678322447533,102.0,45.86379192163829,66.14940577281364,26.010387971065192,65.66944687697787,39.65905890591268,0.4251246096292862,37,39.361702127659576,0.003955167052501383,176.0,376.0,187.07370112729794,42.329099700701505,64.76853001615657,4,1000.0,64.76853001615657,64.76853001615657,2
DC-CHG-240-001,TXN-20260102-002,R4,2026-01-02 16:42:00,2026-01-02 18:15:00,93.0,0,0,0,0.0,0.0,0.0,0.0,0.0,23.02096576423122,27.87924044019956,18.06395397359098,23.02096576423122,0.0,0.0,0,0.0,0.0,176.0,376.0,187.10333030841522,43.70971964232864,66.76425392665544,4,1000.0,66.76425392665544,66.76425392665544,3
DC-CHG-240-001,TXN-20260102-002,R5,2026-01-02 16:42:00,2026-01-02 18:15:00,93.0,0,0,0,0.0,0.0,0.0,0.0,0.0,22.904270154364063,27.750503292588967,18.298642003995678,22.904270154364063,0.0,0.0,0,0.0,0.0,176.0,376.0,136.87541011477833,39.22192734214677,68.05601163505173,3,1000.0,68.05601163505173,68.05601163505173,4
DC-CHG-240-001,TXN-20260102-002,R7,2026-01-02 16:42:00,2026-01-02 18:15:00,93.0,0,0,0,0.0,0.0,0.0,0.0,0.0,22.508316458077044,27.918934244833377,18.03421853258922,22.508316458077044,0.0,0.0,0,0.0,0.0,176.0,376.0,99.65312727507077,33.92818051963371,65.75737086129963,2,1000.0,22.46602151461333,27.98566244586481,5
DC-CHG-240-001,TXN-20260102-002,R6,2026-01-02 16:42:00,2026-01-02 18:15:00,93.0,0,0,0,0.0,0.0,0.0,0.0,0.0,23.076271733100047,27.878366481246168,18.075656996696345,23.076271733100047,0.0,0.0,0,0.0,0.0,176.0,376.0,99.64104627592097,33.53952569363766,63.83876901271239,2,1000.0,22.85093303955198,27.823553518490563,6
DC-CHG-240-001,TXN-20260102-002,R8,2026-01-02 16:42:00,2026-01-02 18:15:00,93.0,0,0,0,0.0,0.0,0.0,0.0,0.0,23.02471702165606,27.814661092439337,18.03199192192858,23.02471702165606,0.0,0.0,0,0.0,0.0,176.0,376.0,43.91562412821013,28.415390063575792,64.97480824871965,1,1000.0,22.749243098869844,27.92662349142735,7
DC-CHG-240-001,TXN-20260102-002,R2,2026-01-02 16:42:00,2026-01-02 18:15:00,93.0,1,1,94,29.937310579873166,30.0,29.3008548327709,100.06769272269894,102.0,43.24485391349579,62.588873923982696,23.140253560266657,61.96624255675067,38.214549871207176,0.423067565411794,31,32.97872340425532,-0.020265380634352872,176.0,376.0,187.11645042421074,40.81057642930799,63.728510484370446,4,1000.0,62.91826628301713,63.728510484370446,8
DC-CHG-240-001,TXN-20260103-001,R3,2026-01-03 09:42:00,2026-01-03 11:18:00,96.0,1,1,97,29.983516881647674,30.0,29.368547077231582,60.0,60.0,45.78131025756042,65.23193546799234,26.694737987986517,65.23193546799234,38.53719748000583,0.4105968310414549,37,38.144329896907216,11.993406752659071,158.0,534.0,265.6802523551615,43.54932791462722,66.14940577281364,6,696.0,65.26547771644697,65.26547771644697,1
DC-CHG-240-001,TXN-20260103-001,R5,2026-01-03 09:42:00,2026-01-03 11:18:00,96.0,1,1,97,29.983468624701437,30.0,29.46053681615661,60.0,60.0,48.2907566923664,67.82342395375233,28.02902007406476,67.32547326349237,38.62002738685152,0.41163841558293646,45,46.391752577319586,11.993387449880574,158.0,534.0,136.87541011477833,33.815920176646905,68.05601163505173,3,696.0,23.103541536930262,27.840724554729235,2
DC-CHG-240-001,TXN-20260103-001,R4,2026-01-03 09:42:00,2026-01-03 11:18:00,96.0,1,1,97,29.981716279598622,30.0,29.290955760123666,60.0,60.0,46.97824447484359,66.14775597590952,27.010681736658317,66.05972832646255,39.049046589804234,0.40840793495755184,42,43.29896907216495,11.99268651183945,158.0,534.0,219.31399451033965,41.00984538679261,67.05211615041222,5,696.0,66.92690842607601,67.05211615041222,3
DC-CHG-240-001,TXN-20260103-001,R1,2026-01-03 09:42:00,2026-01-03 11:18:00,96.0,1,1,97,29.97993288694748,30.0,29.598427773007383,60.0,60.0,43.048133812964366,63.000327380198286,22.62812365992702,63.000327380198286,40.372203720271266,0.41533626626809306,33,34.02061855670103,11.991973154778993,158.0,534.0,265.74196604140445,40.08448507202622,62.26356421111234,6,696.0,62.26356421111234,62.26356421111234,4
DC-CHG-240-001,TXN-20260103-001,R6,2026-01-03 09:42:00,2026-01-03 11:18:00,96.0,1,1,97,29.971517597259382,30.0,29.373994669634424,60.0,60.0,49.74608925753922,69.99880180406343,29.67048028042881,69.28513547786552,39.61465519743672,0.4145134274983388,47,48.45360824742268,11.988607038903753,158.0,534.0,99.64104627592097,29.955259044041927,63.83876901271239,2,696.0,22.497179756600904,27.7011272179046,5
DC-CHG-240-001,TXN-20260103-001,R2,2026-01-03 09:42:00,2026-01-03 11:18:00,96.0,1,1,97,29.966713670433442,30.0,29.26057864811384,60.0,60.0,44.29070955458593,64.21437145007204,24.36314069755142,64.21437145007204,39.85123075252062,0.41034283312136055,35,36.08247422680412,11.986685468173377,158.0,534.0,265.7476650144128,41.75910116918704,63.728510484370446,6,696.0,63.25430024610775,63.25430024610775,6
DC-CHG-240-001,TXN-20260103-001,R7,2026-01-03 09:42:00,2026-01-03 11:18:00,96.0,0,0,0,0.0,0.0,0.0,0.0,0.0,22.8313012247356,27.995570908504185,18.15888114544562,22.8313012247356,0.0,0.0,0,0.0,0.0,158.0,534.0,99.65312727507077,30.083458993566225,65.75737086129963,2,696.0,22.279715424785444,27.953076237609288,7
DC-CHG-240-001,TXN-20260103-001,R8,2026-01-03 09:42:00,2026-01-03 11:18:00,96.0,0,0,0,0.0,0.0,0.0,0.0,0.0,22.95508198930012,27.908583774068312,18.01014143964599,22.95508198930012,0.0,0.0,0,0.0,0.0,158.0,534.0,43.91562412821013,26.71299458129278,64.97480824871965,1,696.0,23.59169021179743,27.974520940766457,8
DC-CHG-240-001,TXN-20260104-001,R7,2026-01-04 19:25:00,2026-01-04 21:02:00,97.0,1,1,98,29.776170797036638,30.0,28.3233659121048,99.63073044160919,102.0,48.46788308410573,68.9850158829221,28.2779851722461,68.9850158829221,40.50190884407769,0.4086805203302738,46,46.93877551020408,0.10995433440791108,309.0,939.0,144.5863535837001,29.453757055499104,65.75737086129963,3,2.0,65.30172794881634,65.30172794881634,1
DC-CHG-240-001,TXN-20260104-001,R6,2026-01-04 19:25:00,2026-01-04 21:02:00,97.0,1,1,98,29.756987810220892,30.0,28.402228565182767,99.71491387811346,102.0,47.40216049911393,66.75162106278414,27.20418555897413,66.32526112494274,39.12107556596861,0.406916654270585,44,44.89795918367347,0.08483304253840802,309.0,939.0,192.5150873936467,31.916282055557822,69.99880180406343,4,2.0,63.39756867111501,63.39756867111501,2
DC-CHG-240-001,TXN-20260104-001,R1,2026-01-04 19:25:00,2026-01-04 21:02:00,97.0,1,1,98,29.75748011072057,30.0,28.28264441156824,99.86139848019035,102.0,42.42372174288479,62.30903291290712,22.446604875683875,61.7061470993233,39.25954222363943,0.40536248735530434,31,31.63265306122449,0.04124431969051434,309.0,939.0,467.9434185169108,40.55761568782303,64.19117554634569,10,2.0,57.84868373251549,58.63038505988038,3
DC-CHG-240-001,TXN-20260104-001,R5,2026-01-04 19:25:00,2026-01-04 21:02:00,97.0,1,1,98,29.76433812293805,30.0,28.22447870317215,99.8637122059123,102.0,46.341885384546636,66.45507756800973,27.03315347867276,66.45507756800973,39.06293669226318,0.40983458610110135,40,40.816326530612244,0.04056515985255867,309.0,939.0,339.0731042989829,39.02872094791547,71.07676135485026,7,2.0,63.52059744722352,63.52059744722352,4
DC-CHG-240-001,TXN-20260104-001,R4,2026-01-04 19:25:00,2026-01-04 21:02:00,97.0,1,1,98,29.76568780519992,30.0,28.33441621535093,99.90669032822797,102.0,45.5667016901629,66.2147698751136,24.864351780269985,66.2147698751136,41.35041809484362,0.40964209396631757,36,36.734693877551024,0.02777426559172016,309.0,939.0,421.5233357140162,42.76630934232249,68.61988605188067,9,2.0,61.48490343313743,61.48490343313743,5
DC-CHG-240-001,TXN-20260104-001,R2,2026-01-04 19:25:00,2026-01-04 21:02:00,97.0,1,1,98,29.777323059188443,30.0,28.56179976498281,100.04720190696752,102.0,43.33630911314161,63.2126808507623,23.05955707879721,63.2126808507623,39.03728393794875,0.4064425659499849,33,33.6734693877551,-0.014055464327814696,309.0,939.0,467.9242958662399,42.13566804596269,65.63763535390684,10,2.0,58.98845130023204,59.0648167303393,6
DC-CHG-240-001,TXN-20260104-001,R8,2026-01-04 19:25:00,2026-01-04 21:02:00,97.0,1,1,98,29.78678698534433,30.0,28.52148336741459,100.07804134291129,102.0,49.47136851201263,68.93582818348386,29.666015530091663,68.93582818348386,39.2698126533922,0.4111919034607154,47,47.95918367346938,-0.02324600857348842,309.0,939.0,88.83730288256338,27.46015522678806,64.97480824871965,2,2.0,64.67862989683636,64.82098653208904,7
DC-CHG-240-001,TXN-20260104-001,R3,2026-01-04 19:25:00,2026-01-04 21:02:00,97.0,1,1,98,29.77441928374286,30.0,28.437259703104942,100.08111142299727,102.0,44.44546462044255,64.1674184040011,25.23048292416893,64.1674184040011,38.93463884562718,0.40522930586831646,35,35.714285714285715,-0.024150455170216616,309.0,939.0,467.85940313293275,43.77203108497541,68.05677358819241,10,2.0,60.79333844023595,60.79333844023595,8
DC-CHG-240-001,TXN-20260104-002,R5,2026-01-04 14:10:00,2026-01-04 16:00:00,110.0,1,1,111,29.981679828674974,30.0,29.62658498062991,60.0,60.0,50.65286662290055,71.07676135485026,29.9209131907092,71.07676135485026,41.15584816414106,0.361603208034282,57,51.35135135135135,11.99267193146999,109.0,739.0,239.19696190099833,37.094142003272594,68.05601163505173,5,251.0,64.9735455315731,64.9735455315731,1
DC-CHG-240-001,TXN-20260104-002,R4,2026-01-04 14:10:00,2026-01-04 16:00:00,110.0,1,1,111,29.980453800658946,30.0,29.41956223716377,60.0,60.0,48.875994823530306,68.61988605188067,28.39161210053668,68.61988605188067,40.22827395134399,0.36175277851418824,53,47.74774774774775,11.992181520263578,109.0,739.0,321.6257781347859,42.11538292298179,67.05211615041222,7,251.0,64.21864911075471,64.21864911075471,2
