charger_id,transaction_id,rectifier_id,session_start_time,session_end_time,session_duration_min,power_on_flag,was_active,active_minutes,live_capacity_kw,live_capacity_kw_max,live_capacity_kw_min,utilization_pct,utilization_pct_max,temp,temp_max,temp_min,temp_end,delta_temp,temp_slope,temp_above_threshold,high_temp_ratio,rank_score,cumulative_runtime_last_24h,cumulative_runtime_last_7d,cumulative_energy_last_7d,avg_temp_last_7d,max_temp_last_7d,count_high_temp_events_last_7d,cooldown_minutes_since_last_use,last_session_temp_end,last_session_peak_temp,target_rank,Temp_Score,Util_Score,Efficiency
DC-CHG-240-001,TXN-20260101-002,R1,2026-01-01 18:10:00,2026-01-01 19:51:00,101.0,1,1,102,29.85616073670397,30.0,28.66717948982797,99.9955767220297,102.0,38.6473296337584,58.54735641152352,19.14782019123508,58.54735641152352,39.33585096875853,0.3916431053699638,22,21.568627450980397,0.001320620980645,200.0,200.0,99.62847640850084,38.51439526230149,58.35861073419903,2,206.0,57.3693996835993,57.3693996835993,3,0.4427695517386885,0.01201348448698114,105.5290055493624
DC-CHG-240-001,TXN-20260101-002,R5,2026-01-01 18:10:00,2026-01-01 19:51:00,101.0,0,0,0,0.0,0.0,0.0,0.0,0.0,22.66931274040895,27.960762977660128,18.25360030240296,22.66931274040895,0.0,0.0,0,0.0,0.0,200.0,200.0,99.66753161345116,42.775997703970376,63.64666302250938,2,206.0,61.59917261394493,61.86496882812267,4,0.9867362778683239,1.0,129.4960308893866
DC-CHG-240-001,TXN-20260101-002,R7,2026-01-01 18:10:00,2026-01-01 19:51:00,101.0,0,0,0,0.0,0.0,0.0,0.0,0.0,23.27776993862365,27.944962605364488,18.22675770868906,23.27776993862365,0.0,0.0,0,0.0,0.0,200.0,200.0,99.65312727507076,44.984465312648936,65.75737086129963,2,206.0,64.05626862001321,64.05626862001321,5,0.966021537590347,1.0,128.58334509206452
DC-CHG-240-001,TXN-20260101-002,R6,2026-01-01 18:10:00,2026-01-01 19:51:00,101.0,0,0,0,0.0,0.0,0.0,0.0,0.0,23.40100328994721,27.865974564635856,18.09968773093701,23.40100328994721,0.0,0.0,0,0.0,0.0,200.0,200.0,99.64104627592096,43.95308322252572,63.83876901271239,2,206.0,63.83876901271239,63.83876901271239,6,0.961826095620489,1.0,128.3984950650792
DC-CHG-240-001,TXN-20260101-002,R8,2026-01-01 18:10:00,2026-01-01 19:51:00,101.0,0,0,0,0.0,0.0,0.0,0.0,0.0,22.873389839790068,27.84625910219691,18.01062866577563,22.873389839790068,0.0,0.0,0,0.0,0.0,200.0,200.0,43.91562412821013,34.01946365782163,64.97480824871965,1,206.0,64.7546351960781,64.97480824871965,7,0.9797885350808829,1.0,129.1899152403149
DC-CHG-240-001,TXN-20260101-002,R4,2026-01-01 18:10:00,2026-01-01 19:51:00,101.0,1,1,102,29.84137669871536,30.0,28.62660534550212,100.09606341671685,102.0,44.36355562508461,64.47241637017315,24.0623343743329,64.22565448256779,38.60111356240027,0.3927825522873943,37,36.27450980392157,-0.0286666460521261,200.0,200.0,99.6441418563261,41.72236263157444,62.05406001546976,2,206.0,61.45200798653752,61.45200798653752,8,0.2481623762003342,0.01102064557756266,96.95466656237309
DC-CHG-240-001,TXN-20260101-003,R1,2026-01-01 22:47:00,2026-01-02 00:02:00,75.0,1,1,76,29.785725942486252,30.0,28.645895538037163,99.6564784245528,102.0,42.21153645729252,61.42544238754119,21.983262811000184,61.20062275425901,39.21735994325883,0.5274822319475203,23,30.26315789473684,0.1023203950160136,301.0,301.0,149.88634698195253,38.5587067194538,58.54735641152352,3,176.0,58.54735641152352,58.54735641152352,1,0.3214272143267314,0.01536387813761142,100.18269531406122
DC-CHG-240-001,TXN-20260101-003,R3,2026-01-01 22:47:00,2026-01-02 00:02:00,75.0,1,1,76,29.790489851445585,30.0,28.53925782909232,99.68738959167378,102.0,45.39461857849843,64.76853001615657,24.723951033411304,64.76853001615657,40.04457898274527,0.5281236446899604,29,38.15789473684211,0.0931281719669857,301.0,301.0,149.83558881299092,41.3072600747692,62.57035101702045,3,176.0,62.57035101702045,62.57035101702045,2,0.21306015150338087,0.015058466465461273,95.40807213225236
DC-CHG-240-001,TXN-20260101-003,R5,2026-01-01 22:47:00,2026-01-02 00:02:00,75.0,1,1,76,29.766302801061737,30.0,28.44374957373909,99.75343257929347,102.0,48.66640122023739,68.05601163505173,28.04670388600203,68.05601163505173,40.0093077490497,0.532063320083663,34,44.73684210526316,0.0733940050562681,301.0,301.0,99.66753161345116,36.07376938278323,63.64666302250938,2,176.0,22.66931274040895,27.960762977660128,3,0.10167330643280792,0.01440594179035648,90.50039816964392
DC-CHG-240-001,TXN-20260101-003,R6,2026-01-01 22:47:00,2026-01-02 00:02:00,75.0,0,0,0,0.0,0.0,0.0,0.0,0.0,22.85093303955198,27.823553518490563,18.035190738588604,22.85093303955198,0.0,0.0,0,0.0,0.0,301.0,301.0,99.64104627592096,37.102389911666215,63.83876901271239,2,176.0,23.40100328994721,27.865974564635856,4,0.98055307001575,1.0,129.22360044067204
DC-CHG-240-001,TXN-20260101-003,R7,2026-01-01 22:47:00,2026-01-02 00:02:00,75.0,0,0,0,0.0,0.0,0.0,0.0,0.0,22.46602151461333,27.98566244586481,18.074381327368272,22.46602151461333,0.0,0.0,0,0.0,0.0,301.0,301.0,99.65312727507076,37.74890018797384,65.75737086129963,2,176.0,23.27776993862365,27.944962605364488,5,0.9936572658285352,1.0,129.80096772808
DC-CHG-240-001,TXN-20260101-003,R8,2026-01-01 22:47:00,2026-01-02 00:02:00,75.0,0,0,0,0.0,0.0,0.0,0.0,0.0,22.749243098869844,27.92662349142735,18.04517580535616,22.749243098869844,0.0,0.0,0,0.0,0.0,301.0,301.0,43.91562412821013,30.30410571847777,64.97480824871965,1,176.0,22.873389839790068,27.84625910219691,6,0.9840150731217926,1.0,129.37613535169524
DC-CHG-240-001,TXN-20260101-003,R2,2026-01-01 22:47:00,2026-01-02 00:02:00,75.0,1,1,76,29.771337004863355,30.0,28.503331622244165,100.02084344894084,102.0,43.86086017639865,63.728510484370446,24.131194537171226,62.91826628301713,37.89793188140792,0.5271486557101398,26,34.21052631578947,-0.0062053734276133,301.0,301.0,149.90227916813154,39.793815180277775,60.05331252485303,3,176.0,59.97010522935402,59.97010522935402,7,0.2652764898783455,0.011763841589788271,97.70870973540202
DC-CHG-240-001,TXN-20260101-003,R4,2026-01-01 22:47:00,2026-01-02 00:02:00,75.0,1,1,76,29.78096347406795,30.0,28.65566367258084,100.1108255889118,102.0,47.03059768108107,66.76425392665544,27.65962720059989,66.76425392665544,39.08381231963959,0.5224147600818291,33,43.42105263157895,-0.0330049281537421,301.0,301.0,149.8771259658303,42.60276029607783,64.47241637017315,3,176.0,64.22565448256779,64.47241637017315,8,0.1573637404663648,0.010874790855319949,92.9541034783784
DC-CHG-240-001,TXN-20260101-004,R2,2026-01-01 09:31:00,2026-01-01 11:23:00,112.0,1,1,113,29.860995255935787,30.0,28.79963788934033,60.0,60.0,39.82665026865894,60.05331252485303,20.672967277298977,60.05331252485303,39.21944624764655,0.3563409682736044,28,24.778761061946906,11.944398102374317,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0.4026199393615114,0.4071818686983829,103.7600245970116
DC-CHG-240-001,TXN-20260101-004,R4,2026-01-01 09:31:00,2026-01-01 11:23:00,112.0,1,1,113,29.860474429269527,30.0,28.696767800447017,60.0,60.0,42.17537135153584,62.05406001546976,21.69848960572073,61.107611988353554,39.409122382632816,0.3537966696720927,35,30.973451327433622,11.94418977170781,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,0.3226584443542063,0.4071818686983829,100.23694297269624
DC-CHG-240-001,TXN-20260101-004,R5,2026-01-01 09:31:00,2026-01-01 11:23:00,112.0,1,1,113,29.860219514589197,30.0,28.64887837578661,60.0,60.0,43.27950481428988,63.64666302250938,23.43899206757341,63.64666302250938,39.964648491193465,0.3532175296003133,38,33.6283185840708,11.944087805835675,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,0.2850685563879163,0.4071818686983829,98.58074277856518
DC-CHG-240-001,TXN-20260101-004,R7,2026-01-01 09:31:00,2026-01-01 11:23:00,112.0,1,1,113,29.85800453628888,30.0,28.794459303153207,60.0,60.0,45.62771856701072,65.75737086129963,25.549042970239626,65.75737086129963,39.43538212747589,0.3498026594607086,44,38.93805309734513,11.94320181451555,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,4,0.20512433328149238,0.4071818686983829,95.05842214948393
DC-CHG-240-001,TXN-20260101-004,R6,2026-01-01 09:31:00,2026-01-01 11:23:00,112.0,1,1,113,29.857973271965044,30.0,28.64874989289,60.0,60.0,44.52595374105287,63.62802836726752,24.26699907984198,63.47026283809276,37.9740630858668,0.3501235538691857,41,36.283185840707965,11.943189308786016,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,5,0.24263358172837168,0.4071818686983829,96.7110693884207
DC-CHG-240-001,TXN-20260101-004,R1,2026-01-01 09:31:00,2026-01-01 11:23:00,112.0,1,1,113,29.85528363315192,30.0,28.73218986533001,60.0,60.0,38.806995660595206,58.35861073419903,18.61044583566425,57.87332176242261,39.26287592675836,0.3531510632468687,24,21.238938053097343,11.942113453260768,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,6,0.4373337704103627,0.4071818686983829,105.28950650910718
DC-CHG-240-001,TXN-20260101-004,R3,2026-01-01 09:31:00,2026-01-01 11:23:00,112.0,1,1,113,29.839758008007298,30.0,28.758860601337588,60.0,60.0,41.08505263555424,61.289908251411966,20.86606591570364,61.27678061648152,40.41071470077787,0.3533225106737767,33,29.20353982300885,11.93590320320292,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,7,0.35977801346777016,0.4071818686983829,101.87242104666863
DC-CHG-240-001,TXN-20260101-004,R8,2026-01-01 09:31:00,2026-01-01 11:23:00,112.0,0,0,0,0.0,0.0,0.0,0.0,0.0,22.661093585193584,27.80935654226756,18.148273871120235,22.661093585193584,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,8,0.9870160965081399,1.0,129.50835962220964
DC-CHG-240-001,TXN-20260102-001,R1,2026-01-02 21:01:00,2026-01-02 22:06:00,65.0,1,1,66,29.756175102412485,30.0,28.72285266895218,60.0,60.0,42.14478122949445,62.26356421111234,22.46041021011098,62.26356421111234,39.03343206519093,0.610258558384559,22,33.33333333333333,11.902470040964994,168.0,469.0,233.5061096804576,39.672425840532576,61.42544238754119,5,166.0,61.04442465166727,61.04442465166727,1,0.32369987575647785,0.4071818686983829,100.28282815575832
DC-CHG-240-001,TXN-20260102-001,R2,2026-01-02 21:01:00,2026-01-02 22:06:00,65.0,1,1,66,29.74927679206029,30.0,28.550753253454296,60.0,60.0,44.06744738439449,63.25430024610775,24.752006323174943,63.25430024610775,37.90332995054355,0.5994943314132697,23,34.84848484848485,11.899710716824115,168.0,469.0,233.51928182301415,41.29743192614556,63.728510484370446,5,166.0,61.96624255675067,62.588873923982696,2,0.2582432912064545,0.4071818686983829,97.39882892340826
DC-CHG-240-001,TXN-20260102-001,R3,2026-01-02 21:01:00,2026-01-02 22:06:00,65.0,1,1,66,29.74361566814021,30.0,28.70492062571027,60.0,60.0,46.11577676331903,65.26547771644697,25.86514161937937,65.26547771644697,39.4003360970676,0.6094955370703911,27,40.909090909090914,11.897446267256084,168.0,469.0,233.45800204800955,43.03603814488886,66.14940577281364,5,166.0,65.66944687697787,66.14940577281364,3,0.18850854040940734,0.4071818686983829,94.32633485502146
DC-CHG-240-001,TXN-20260102-001,R4,2026-01-02 21:01:00,2026-01-02 22:06:00,65.0,1,1,66,29.732920801776377,30.0,28.55914895683018,60.0,60.0,48.19922798720986,67.05211615041222,28.0597496909194,66.92690842607601,38.86715873515661,0.6072272314297736,30,45.45454545454545,11.89316832071055,168.0,469.0,187.1033303084152,39.57196886670916,66.76425392665544,4,166.0,23.02096576423122,27.87924044019956,4,0.11757807708123291,0.4071818686983829,91.20115801918521
DC-CHG-240-001,TXN-20260102-001,R5,2026-01-02 21:01:00,2026-01-02 22:06:00,65.0,0,0,0,0.0,0.0,0.0,0.0,0.0,23.103541536930265,27.840724554729235,18.41677659461773,23.103541536930265,0.0,0.0,0,0.0,0.0,168.0,469.0,136.87541011477833,35.95839590459023,68.05601163505173,3,166.0,22.904270154364063,27.750503292588967,5,0.9719530905421654,1.0,128.8446876946046
DC-CHG-240-001,TXN-20260102-001,R6,2026-01-02 21:01:00,2026-01-02 22:06:00,65.0,0,0,0,0.0,0.0,0.0,0.0,0.0,22.497179756600904,27.7011272179046,18.219183211295125,22.497179756600904,0.0,0.0,0,0.0,0.0,168.0,469.0,99.64104627592096,31.446874901530133,63.83876901271239,2,166.0,23.076271733100047,27.878366481246168,6,0.9925964929554643,1.0,129.75423036509864
DC-CHG-240-001,TXN-20260102-001,R7,2026-01-02 21:01:00,2026-01-02 22:06:00,65.0,0,0,0,0.0,0.0,0.0,0.0,0.0,22.279715424785444,27.953076237609288,18.09782486730393,22.279715424785444,0.0,0.0,0,0.0,0.0,168.0,469.0,99.65312727507076,31.64420770732238,65.75737086129963,2,166.0,22.508316458077044,27.918934244833377,7,1.0,1.0,130.08042686282184
DC-CHG-240-001,TXN-20260102-001,R8,2026-01-02 21:01:00,2026-01-02 22:06:00,65.0,0,0,0,0.0,0.0,0.0,0.0,0.0,23.59169021179743,27.974520940766457,18.157173341109587,23.59169021179743,0.0,0.0,0,0.0,0.0,168.0,469.0,43.91562412821013,27.337255455191848,64.97480824871965,1,166.0,23.02471702165606,27.814661092439337,8,0.9553342173550593,1.0,128.11246468230385
DC-CHG-240-001,TXN-20260102-002,R1,2026-01-02 16:42:00,2026-01-02 18:15:00,93.0,1,1,94,29.92748727122403,30.0,28.99326069380168,99.53448799899722,102.0,40.47447258700899,61.04442465166727,21.140546960847065,61.04442465166727,39.90387769082021,0.4238880647881947,25,26.595744680851062,0.1393160448461269,176.0,376.0,187.11850441006032,39.471914153913474,61.42544238754119,4,1000.0,61.20062275425901,61.42544238754119,1,0.3805650255396801,0.016569180406187156,102.78829111948652
DC-CHG-240-001,TXN-20260102-002,R3,2026-01-02 16:42:00,2026-01-02 18:15:00,93.0,1,1,94,29.925355432717183,30.0,29.22858465634649,99.98678322447532,102.0,45.86379192163829,66.14940577281364,26.010387971065192,65.66944687697787,39.65905890591268,0.4251246096292862,37,39.361702127659576,0.0039551670525013,176.0,376.0,187.07370112729797,42.32909970070151,64.76853001615657,4,1000.0,64.76853001615657,64.76853001615657,2,0.1970872877144263,0.01210036690011107,94.70431211754257
DC-CHG-240-001,TXN-20260102-002,R4,2026-01-02 16:42:00,2026-01-02 18:15:00,93.0,0,0,0,0.0,0.0,0.0,0.0,0.0,23.02096576423122,27.87924044019956,18.06395397359098,23.02096576423122,0.0,0.0,0,0.0,0.0,176.0,376.0,187.1033303084152,43.70971964232864,66.76425392665544,4,1000.0,66.76425392665544,66.76425392665544,3,0.9747643576119492,1.0,128.96855135365317
DC-CHG-240-001,TXN-20260102-002,R5,2026-01-02 16:42:00,2026-01-02 18:15:00,93.0,0,0,0,0.0,0.0,0.0,0.0,0.0,22.904270154364063,27.750503292588967,18.29864200399568,22.904270154364063,0.0,0.0,0,0.0,0.0,176.0,376.0,136.87541011477833,39.22192734214677,68.05601163505173,3,1000.0,68.05601163505173,68.05601163505173,4,0.978737224162088,1.0,129.1435947684539
DC-CHG-240-001,TXN-20260102-002,R7,2026-01-02 16:42:00,2026-01-02 18:15:00,93.0,0,0,0,0.0,0.0,0.0,0.0,0.0,22.508316458077044,27.918934244833377,18.03421853258922,22.508316458077044,0.0,0.0,0,0.0,0.0,176.0,376.0,99.65312727507076,33.92818051963371,65.75737086129963,2,1000.0,22.46602151461333,27.98566244586481,5,0.9922173473404423,1.0,129.73752531288443
DC-CHG-240-001,TXN-20260102-002,R6,2026-01-02 16:42:00,2026-01-02 18:15:00,93.0,0,0,0,0.0,0.0,0.0,0.0,0.0,23.076271733100047,27.878366481246168,18.075656996696345,23.076271733100047,0.0,0.0,0,0.0,0.0,176.0,376.0,99.64104627592096,33.53952569363766,63.83876901271239,2,1000.0,22.85093303955198,27.823553518490563,6,0.972881482720665,1.0,128.88559240034994
DC-CHG-240-001,TXN-20260102-002,R8,2026-01-02 16:42:00,2026-01-02 18:15:00,93.0,0,0,0,0.0,0.0,0.0,0.0,0.0,23.02471702165606,27.814661092439337,18.03199192192858,23.02471702165606,0.0,0.0,0,0.0,0.0,176.0,376.0,43.91562412821013,28.415390063575792,64.97480824871965,1,1000.0,22.749243098869844,27.92662349142735,7,0.974636647193699,1.0,128.9629244675159
DC-CHG-240-001,TXN-20260102-002,R2,2026-01-02 16:42:00,2026-01-02 18:15:00,93.0,1,1,94,29.937310579873166,30.0,29.3008548327709,100.06769272269894,102.0,43.24485391349579,62.588873923982696,23.140253560266657,61.96624255675067,38.214549871207176,0.423067565411794,31,32.97872340425532,-0.0202653806343528,176.0,376.0,187.11645042421077,40.81057642930799,63.728510484370446,4,1000.0,62.91826628301713,63.728510484370446,8,0.28624823576791814,0.011300956607753099,98.63271912975631
DC-CHG-240-001,TXN-20260103-001,R3,2026-01-03 09:42:00,2026-01-03 11:18:00,96.0,1,1,97,29.983516881647677,30.0,29.368547077231582,60.0,60.0,45.78131025756042,65.23193546799234,26.69473798798652,65.23193546799234,38.53719748000583,0.4105968310414549,37,38.144329896907216,11.993406752659071,158.0,534.0,265.6802523551615,43.54932791462722,66.14940577281364,6,696.0,65.26547771644697,65.26547771644697,1,0.19989535088482124,0.4071818686983829,94.82803461365937
DC-CHG-240-001,TXN-20260103-001,R5,2026-01-03 09:42:00,2026-01-03 11:18:00,96.0,1,1,97,29.98346862470144,30.0,29.46053681615661,60.0,60.0,48.2907566923664,67.82342395375233,28.02902007406476,67.32547326349237,38.62002738685152,0.4116384155829364,45,46.39175257731959,11.993387449880574,158.0,534.0,136.87541011477833,33.815920176646905,68.05601163505173,3,696.0,23.103541536930265,27.840724554729235,2,0.11446201014857049,0.4071818686983829,91.0638649614504
DC-CHG-240-001,TXN-20260103-001,R4,2026-01-03 09:42:00,2026-01-03 11:18:00,96.0,1,1,97,29.981716279598626,30.0,29.290955760123666,60.0,60.0,46.97824447484359,66.14775597590952,27.01068173665832,66.05972832646255,39.04904658980424,0.4084079349575518,42,43.29896907216495,11.99268651183945,158.0,534.0,219.31399451033965,41.00984538679261,67.05211615041222,5,696.0,66.92690842607601,67.05211615041222,3,0.1591460894518164,0.4071818686983829,93.03263328773461
DC-CHG-240-001,TXN-20260103-001,R1,2026-01-03 09:42:00,2026-01-03 11:18:00,96.0,1,1,97,29.97993288694748,30.0,29.598427773007383,60.0,60.0,43.048133812964366,63.000327380198286,22.62812365992702,63.000327380198286,40.37220372027127,0.415336266268093,33,34.02061855670103,11.991973154778991,158.0,534.0,265.74196604140445,40.08448507202622,62.26356421111234,6,696.0,62.26356421111234,62.26356421111234,4,0.2929455117668258,0.4071818686983829,98.92779928055344
DC-CHG-240-001,TXN-20260103-001,R6,2026-01-03 09:42:00,2026-01-03 11:18:00,96.0,1,1,97,29.971517597259385,30.0,29.373994669634424,60.0,60.0,49.74608925753922,69.99880180406343,29.67048028042881,69.28513547786552,39.61465519743672,0.4145134274983388,47,48.45360824742268,11.988607038903751,158.0,534.0,99.64104627592096,29.955259044041927,63.83876901271239,2,696.0,22.497179756600904,27.7011272179046,5,0.06491565554204781,0.4071818686983829,88.88086611369117
DC-CHG-240-001,TXN-20260103-001,R2,2026-01-03 09:42:00,2026-01-03 11:18:00,96.0,1,1,97,29.96671367043344,30.0,29.26057864811384,60.0,60.0,44.29070955458593,64.21437145007204,24.36314069755142,64.21437145007204,39.85123075252062,0.4103428331213605,35,36.08247422680412,11.986685468173375,158.0,534.0,265.7476650144128,41.75910116918704,63.728510484370446,6,696.0,63.25430024610775,63.25430024610775,6,0.25064239851756354,0.4071818686983829,97.0639356681211
DC-CHG-240-001,TXN-20260103-001,R7,2026-01-03 09:42:00,2026-01-03 11:18:00,96.0,0,0,0,0.0,0.0,0.0,0.0,0.0,22.8313012247356,27.995570908504185,18.15888114544562,22.8313012247356,0.0,0.0,0,0.0,0.0,158.0,534.0,99.65312727507076,30.083458993566225,65.75737086129963,2,696.0,22.279715424785444,27.953076237609288,7,0.9812214291810286,1.0,129.2530481628966
DC-CHG-240-001,TXN-20260103-001,R8,2026-01-03 09:42:00,2026-01-03 11:18:00,96.0,0,0,0,0.0,0.0,0.0,0.0,0.0,22.95508198930012,27.908583774068312,18.01014143964599,22.95508198930012,0.0,0.0,0,0.0,0.0,158.0,534.0,43.91562412821013,26.71299458129278,64.97480824871965,1,696.0,23.59169021179743,27.974520940766457,8,0.9770073506938536,1.0,129.06737701604982
DC-CHG-240-001,TXN-20260104-001,R7,2026-01-04 19:25:00,2026-01-04 21:02:00,97.0,1,1,98,29.77617079703664,30.0,28.3233659121048,99.6307304416092,102.0,48.46788308410573,68.9850158829221,28.2779851722461,68.9850158829221,40.50190884407769,0.4086805203302738,46,46.93877551020408,0.109954334407911,309.0,939.0,144.5863535837001,29.453757055499104,65.75737086129963,3,2.0,65.30172794881634,65.30172794881634,1,0.10843179600693309,0.015618275989834896,90.7981753738414
DC-CHG-240-001,TXN-20260104-001,R6,2026-01-04 19:25:00,2026-01-04 21:02:00,97.0,1,1,98,29.75698781022089,30.0,28.402228565182767,99.71491387811346,102.0,47.40216049911393,66.75162106278414,27.20418555897413,66.32526112494274,39.12107556596861,0.406916654270585,44,44.89795918367347,0.084833042538408,309.0,939.0,192.5150873936467,31.916282055557826,69.99880180406343,4,2.0,63.39756867111501,63.39756867111501,2,0.1447139973207704,0.014786518197918097,92.3967592513291
DC-CHG-240-001,TXN-20260104-001,R1,2026-01-04 19:25:00,2026-01-04 21:02:00,97.0,1,1,98,29.75748011072057,30.0,28.28264441156824,99.86139848019036,102.0,42.42372174288479,62.30903291290712,22.446604875683875,61.7061470993233,39.25954222363943,0.4053624873553043,31,31.63265306122449,0.0412443196905143,309.0,939.0,467.9434185169108,40.55761568782303,64.19117554634569,10,2.0,57.84868373251549,58.63038505988038,3,0.3142034308054765,0.013339206063456732,99.86441738567282
